"P1";"P2";"P3";"P4";"P5";"P6";"time"
0,619345931751359;0,132744919714028;0,704673730832172;0,142750045485791;0,735192853478168;0,221414072737935;2017-03-08 14:20:00
0,632913428631709;0,134999722754945;0,701257764793661;0,135643063189749;0,734464088881667;0,218233897483667;2017-03-08 14:40:00
0,635377417049032;0,139986699930217;0,693241548737328;0,126945125575163;0,743957556793476;0,230922743813866;2017-03-08 15:00:00
0,624913188563782;0,128573423869054;0,69554847307263;0,138969641038956;0,732687756704218;0,229467172869912;2017-03-08 15:20:00
0,634078042874239;0,123822979534824;0,689929644037846;0,125898361612652;0,742751734681028;0,232221533641273;2017-03-08 15:40:00
0,638201146629492;0,126443160523629;0,680800626445778;0,126889783636282;0,732460828700341;0,242640586619656;2017-03-08 16:00:00
0,642985313007981;0,126550940871625;0,662691887151341;0,135456328262641;0,739740783119974;0,235494461899996;2017-03-08 16:20:00
0,645843273930049;0,12138943752347;0,6583868442314;0,135444832590028;0,731242249542679;0,248588706757486;2017-03-08 16:40:00
0,636527993265693;0,117773509519294;0,620412440238692;0,138484252897956;0,71050334786279;0,256672606113431;2017-03-08 17:00:00
0,646748817202886;0,110651510004382;0,588463968029804;0,144843273037576;0,701480315851009;0,255199172906093;2017-03-08 17:20:00
0,643517971549151;0,106855699997762;0,549628657465582;0,155049620527074;0,673790836578337;0,279250795763949;2017-03-08 17:40:00
0,650994425562889;0,106228019111107;0,519428440797928;0,162991968691845;0,649333845152216;0,291760589136664;2017-03-08 18:00:00
0,647924381975668;0,107256916143255;0,458976267656928;0,166687298283755;0,626375619311848;0,330670169295296;2017-03-08 18:20:00
0,666495653379061;0,107314322662805;0,409691161399264;0,186377908025574;0,593084802764889;0,351516417464228;2017-03-08 18:40:00
0,682685328552787;0,112997708157005;0,340831875433898;0,201640540240795;0,544044558981092;0,415059160767198;2017-03-08 19:00:00
0,701271620379085;0,115487839718533;0,322303756612423;0,211386871822898;0,538847491533334;0,430524372239947;2017-03-08 19:20:00
0,700509017936676;0,130038891057849;0,298470950973176;0,233115046300086;0,503514274358672;0,489960458449291;2017-03-08 19:40:00
0,729116753563417;0,123106977474313;0,281652504112991;0,243943185319135;0,501569549424571;0,52624215611772;2017-03-08 20:00:00
0,742557829255459;0,133125648909526;0,268682457882905;0,261834092480362;0,509535503097828;0,554313976130188;2017-03-08 20:20:00
0,759858462445704;0,136293508337327;0,276076287714675;0,281930691429765;0,49346285709514;0,587311469471392;2017-03-08 20:40:00
0,772976670583583;0,137740767827811;0,257945758791683;0,292272093093742;0,497991827786107;0,613521209281971;2017-03-08 21:00:00
0,779491913207404;0,132659083378685;0,257850355730597;0,304467116172645;0,484540779248803;0,622987534562225;2017-03-08 21:20:00
0,786018173798386;0,128638806405616;0,254070780074619;0,315055440420051;0,47272564762948;0,648064525565077;2017-03-08 21:40:00
0,775681816032352;0,13321110203995;0,254425707856784;0,313518138876882;0,451336880157049;0,643664683770524;2017-03-08 22:00:00
0,787853755872424;0,126920625265171;0,248791832589057;0,321263766169677;0,457170856252278;0,650104913317595;2017-03-08 22:20:00
0,790187699850839;0,121774899076732;0,240109957087637;0,32459403713817;0,427892611215626;0,678675816126485;2017-03-08 22:40:00
0,784884727961814;0,121422240179368;0,24024172869072;0,345306673782114;0,431075857272974;0,682773083925767;2017-03-08 23:00:00
0,78124922833861;0,119717563101864;0,248580548161514;0,347659683585838;0,415572810949496;0,696473462003586;2017-03-08 23:20:00
0,793361264198945;0,123127377408724;0,241086602969585;0,36268531808494;0,394771747110769;0,704064532391969;2017-03-08 23:40:00
0,788643588872289;0,124409312211057;0,240678511602897;0,383295109471793;0,392007767447685;0,703158557275719;2017-03-09 00:00:00
0,788944615957219;0,131507403904896;0,234592341616124;0,394406060844028;0,375008217304801;0,70408595021613;2017-03-09 00:20:00
0,787148236884221;0,130927462873532;0,243372452500709;0,406911405534679;0,373226419948915;0,707303275514556;2017-03-09 00:40:00
0,787292863485636;0,130648813471966;0,238716794839631;0,417622904149386;0,36281023305971;0,702003663293061;2017-03-09 01:00:00
0,781474205322591;0,136343604338557;0,239250195328155;0,437812082195557;0,355258763518746;0,703694452991528;2017-03-09 01:20:00
0,778416194733736;0,138448754361789;0,2449837361328;0,447094503077112;0,349718480170611;0,701158234086215;2017-03-09 01:40:00
0,769644425749266;0,146079632576035;0,238749220408016;0,453516610190915;0,345491852697665;0,698907947564857;2017-03-09 02:00:00
0,76511586855406;0,145725686600923;0,244628819784736;0,467687855971337;0,33845580176486;0,704436585901913;2017-03-09 02:20:00
